org:resource,lifecycle:transition,Activity,time:timestamp,case:REG_DATE,CaseID,case:AMOUNT_REQ
11201,COMPLETE,A_ACCEPTED,2011/10/03 11:34:25,2011/10/01 08:10:30,173694,7000
11201,COMPLETE,A_FINALIZED,2011/10/03 11:40:14,2011/10/01 08:10:30,173694,7000
10609,COMPLETE,A_APPROVED,2011/11/04 15:04:52,2011/10/01 08:10:30,173694,7000
10609,COMPLETE,A_REGISTERED,2011/11/04 15:04:52,2011/10/01 08:10:30,173694,7000
10609,COMPLETE,A_ACTIVATED,2011/11/04 15:04:52,2011/10/01 08:10:30,173694,7000
112,COMPLETE,A_SUBMITTED,2011/10/01 06:11:08,2011/10/01 08:11:08,173697,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 06:11:09,2011/10/01 08:11:08,173697,15000
112,COMPLETE,A_DECLINED,2011/10/01 06:11:46,2011/10/01 08:11:08,173697,15000
112,COMPLETE,A_SUBMITTED,2011/10/01 06:15:39,2011/10/01 08:15:39,173700,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 06:15:40,2011/10/01 08:15:39,173700,5000
112,COMPLETE,A_DECLINED,2011/10/01 06:16:21,2011/10/01 08:15:39,173700,5000
112,COMPLETE,A_SUBMITTED,2011/10/01 07:45:25,2011/10/01 09:45:25,173703,13500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 07:45:25,2011/10/01 09:45:25,173703,13500
112,COMPLETE,A_PREACCEPTED,2011/10/01 07:46:18,2011/10/01 09:45:25,173703,13500
10912,COMPLETE,A_CANCELLED,2011/10/01 11:02:11,2011/10/01 09:45:25,173703,13500
112,COMPLETE,A_SUBMITTED,2011/10/01 07:45:37,2011/10/01 09:45:37,173706,18000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 07:45:37,2011/10/01 09:45:37,173706,18000
10912,COMPLETE,A_PREACCEPTED,2011/10/01 08:16:48,2011/10/01 09:45:37,173706,18000
11111,COMPLETE,A_DECLINED,2011/10/01 12:59:58,2011/10/01 09:45:37,173706,18000
112,COMPLETE,A_SUBMITTED,2011/10/01 07:57:42,2011/10/01 09:57:42,173709,11000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 07:57:43,2011/10/01 09:57:42,173709,11000
112,COMPLETE,A_PREACCEPTED,2011/10/01 07:58:27,2011/10/01 09:57:42,173709,11000
112,COMPLETE,A_CANCELLED,2011/11/01 08:15:08,2011/10/01 09:57:42,173709,11000
112,COMPLETE,A_SUBMITTED,2011/10/01 07:58:30,2011/10/01 09:58:30,173712,30000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 07:58:30,2011/10/01 09:58:30,173712,30000
10912,COMPLETE,A_PREACCEPTED,2011/10/01 08:10:24,2011/10/01 09:58:30,173712,30000
11180,COMPLETE,A_CANCELLED,2011/10/03 12:42:53,2011/10/01 09:58:30,173712,30000
112,COMPLETE,A_SUBMITTED,2011/10/01 07:59:10,2011/10/01 09:59:10,173715,45000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 07:59:10,2011/10/01 09:59:10,173715,45000
112,COMPLETE,A_PREACCEPTED,2011/10/01 07:59:42,2011/10/01 09:59:10,173715,45000
10912,COMPLETE,A_ACCEPTED,2011/10/01 10:24:32,2011/10/01 09:59:10,173715,45000
10912,COMPLETE,A_FINALIZED,2011/10/01 10:30:20,2011/10/01 09:59:10,173715,45000
10138,COMPLETE,A_DECLINED,2011/10/13 09:05:24,2011/10/01 09:59:10,173715,45000
112,COMPLETE,A_SUBMITTED,2011/10/01 08:37:39,2011/10/01 10:37:39,173718,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 08:37:39,2011/10/01 10:37:39,173718,15000
112,COMPLETE,A_PREACCEPTED,2011/10/01 08:38:20,2011/10/01 10:37:39,173718,15000
10862,COMPLETE,A_ACCEPTED,2011/10/01 08:42:21,2011/10/01 10:37:39,173718,15000
10862,COMPLETE,A_FINALIZED,2011/10/01 08:44:40,2011/10/01 10:37:39,173718,15000
10972,COMPLETE,A_APPROVED,2011/10/27 07:17:53,2011/10/01 10:37:39,173718,15000
10972,COMPLETE,A_REGISTERED,2011/10/27 07:17:53,2011/10/01 10:37:39,173718,15000
10972,COMPLETE,A_ACTIVATED,2011/10/27 07:17:53,2011/10/01 10:37:39,173718,15000
112,COMPLETE,A_SUBMITTED,2011/10/01 09:07:34,2011/10/01 11:07:34,173721,9000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 09:07:34,2011/10/01 11:07:34,173721,9000
112,COMPLETE,A_PREACCEPTED,2011/10/01 09:08:17,2011/10/01 11:07:34,173721,9000
10939,COMPLETE,A_ACCEPTED,2011/10/01 09:18:36,2011/10/01 11:07:34,173721,9000
10939,COMPLETE,A_FINALIZED,2011/10/01 09:20:47,2011/10/01 11:07:34,173721,9000
11009,COMPLETE,A_DECLINED,2011/10/10 14:28:25,2011/10/01 11:07:34,173721,9000
112,COMPLETE,A_SUBMITTED,2011/10/01 09:52:14,2011/10/01 11:52:14,173724,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 09:52:14,2011/10/01 11:52:14,173724,15000
10939,COMPLETE,A_PREACCEPTED,2011/10/01 10:20:54,2011/10/01 11:52:14,173724,15000
11201,COMPLETE,A_DECLINED,2011/10/03 13:48:17,2011/10/01 11:52:14,173724,15000
112,COMPLETE,A_SUBMITTED,2011/10/01 10:08:46,2011/10/01 12:08:46,173727,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 10:08:46,2011/10/01 12:08:46,173727,10000
112,COMPLETE,A_DECLINED,2011/10/01 10:09:30,2011/10/01 12:08:46,173727,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 10:36:08,2011/10/01 12:36:08,173730,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 10:36:09,2011/10/01 12:36:08,173730,15000
112,COMPLETE,A_PREACCEPTED,2011/10/01 10:36:59,2011/10/01 12:36:08,173730,15000
11203,COMPLETE,A_ACCEPTED,2011/10/01 13:36:06,2011/10/01 12:36:08,173730,15000
11203,COMPLETE,A_FINALIZED,2011/10/01 13:40:08,2011/10/01 12:36:08,173730,15000
10972,COMPLETE,A_ACTIVATED,2011/10/21 07:08:14,2011/10/01 12:36:08,173730,15000
10972,COMPLETE,A_REGISTERED,2011/10/21 07:08:14,2011/10/01 12:36:08,173730,15000
10972,COMPLETE,A_APPROVED,2011/10/21 07:08:14,2011/10/01 12:36:08,173730,15000
112,COMPLETE,A_SUBMITTED,2011/10/01 10:39:34,2011/10/01 12:39:34,173733,6000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 10:39:34,2011/10/01 12:39:34,173733,6000
10939,COMPLETE,A_DECLINED,2011/10/01 12:54:53,2011/10/01 12:39:34,173733,6000
112,COMPLETE,A_SUBMITTED,2011/10/01 11:01:58,2011/10/01 13:01:58,173736,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 11:01:59,2011/10/01 13:01:58,173736,15000
112,COMPLETE,A_PREACCEPTED,2011/10/01 11:02:44,2011/10/01 13:01:58,173736,15000
11203,COMPLETE,A_ACCEPTED,2011/10/01 14:00:15,2011/10/01 13:01:58,173736,15000
11203,COMPLETE,A_FINALIZED,2011/10/01 14:05:26,2011/10/01 13:01:58,173736,15000
10809,COMPLETE,A_APPROVED,2011/10/18 10:01:28,2011/10/01 13:01:58,173736,15000
10809,COMPLETE,A_REGISTERED,2011/10/18 10:01:28,2011/10/01 13:01:58,173736,15000
10809,COMPLETE,A_ACTIVATED,2011/10/18 10:01:28,2011/10/01 13:01:58,173736,15000
112,COMPLETE,A_SUBMITTED,2011/10/01 11:12:58,2011/10/01 13:12:58,173739,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 11:12:58,2011/10/01 13:12:58,173739,10000
112,COMPLETE,A_PREACCEPTED,2011/10/01 11:13:42,2011/10/01 13:12:58,173739,10000
11000,COMPLETE,A_ACCEPTED,2011/10/01 13:54:11,2011/10/01 13:12:58,173739,10000
11000,COMPLETE,A_FINALIZED,2011/10/01 13:56:39,2011/10/01 13:12:58,173739,10000
10629,COMPLETE,A_REGISTERED,2011/10/14 14:22:47,2011/10/01 13:12:58,173739,10000
10629,COMPLETE,A_APPROVED,2011/10/14 14:22:47,2011/10/01 13:12:58,173739,10000
10629,COMPLETE,A_ACTIVATED,2011/10/14 14:22:47,2011/10/01 13:12:58,173739,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 11:44:12,2011/10/01 13:44:12,173742,6000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 11:44:12,2011/10/01 13:44:12,173742,6000
10939,COMPLETE,A_PREACCEPTED,2011/10/01 12:56:21,2011/10/01 13:44:12,173742,6000
11120,COMPLETE,A_DECLINED,2011/10/14 13:52:04,2011/10/01 13:44:12,173742,6000
112,COMPLETE,A_SUBMITTED,2011/10/01 12:08:16,2011/10/01 14:08:16,173745,2000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 12:08:16,2011/10/01 14:08:16,173745,2000
10939,COMPLETE,A_PREACCEPTED,2011/10/01 13:21:26,2011/10/01 14:08:16,173745,2000
11111,COMPLETE,A_ACCEPTED,2011/10/01 13:55:33,2011/10/01 14:08:16,173745,2000
11111,COMPLETE,A_FINALIZED,2011/10/01 13:58:41,2011/10/01 14:08:16,173745,2000
11000,COMPLETE,A_CANCELLED,2011/10/08 10:45:57,2011/10/01 14:08:16,173745,2000
112,COMPLETE,A_SUBMITTED,2011/10/01 12:09:16,2011/10/01 14:09:16,173748,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 12:09:16,2011/10/01 14:09:16,173748,5000
10939,COMPLETE,A_PREACCEPTED,2011/10/01 13:24:16,2011/10/01 14:09:16,173748,5000
11119,COMPLETE,A_ACCEPTED,2011/10/01 14:33:21,2011/10/01 14:09:16,173748,5000
11119,COMPLETE,A_FINALIZED,2011/10/01 14:36:44,2011/10/01 14:09:16,173748,5000
11001,COMPLETE,A_DECLINED,2011/10/03 14:44:19,2011/10/01 14:09:16,173748,5000
112,COMPLETE,A_SUBMITTED,2011/10/01 12:14:39,2011/10/01 14:14:39,173751,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 12:14:39,2011/10/01 14:14:39,173751,10000
112,COMPLETE,A_PREACCEPTED,2011/10/01 12:15:21,2011/10/01 14:14:39,173751,10000
11111,COMPLETE,A_ACCEPTED,2011/10/01 14:43:08,2011/10/01 14:14:39,173751,10000
11111,COMPLETE,A_FINALIZED,2011/10/01 14:49:59,2011/10/01 14:14:39,173751,10000
10138,COMPLETE,A_REGISTERED,2011/10/11 08:39:30,2011/10/01 14:14:39,173751,10000
10138,COMPLETE,A_ACTIVATED,2011/10/11 08:39:30,2011/10/01 14:14:39,173751,10000
10138,COMPLETE,A_APPROVED,2011/10/11 08:39:30,2011/10/01 14:14:39,173751,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 12:50:09,2011/10/01 14:50:09,173754,20000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 12:50:11,2011/10/01 14:50:09,173754,20000
112,COMPLETE,A_PREACCEPTED,2011/10/01 12:50:51,2011/10/01 14:50:09,173754,20000
10809,COMPLETE,A_DECLINED,2011/10/14 12:28:39,2011/10/01 14:50:09,173754,20000
112,COMPLETE,A_SUBMITTED,2011/10/01 13:02:58,2011/10/01 15:02:58,173757,25000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 13:02:58,2011/10/01 15:02:58,173757,25000
112,COMPLETE,A_DECLINED,2011/10/01 13:03:36,2011/10/01 15:02:58,173757,25000
112,COMPLETE,A_SUBMITTED,2011/10/01 13:15:17,2011/10/01 15:15:17,173760,32000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 13:15:17,2011/10/01 15:15:17,173760,32000
112,COMPLETE,A_PREACCEPTED,2011/10/01 13:15:57,2011/10/01 15:15:17,173760,32000
11019,COMPLETE,A_ACCEPTED,2011/10/01 13:56:34,2011/10/01 15:15:17,173760,32000
11019,COMPLETE,A_FINALIZED,2011/10/01 14:01:43,2011/10/01 15:15:17,173760,32000
10972,COMPLETE,A_APPROVED,2011/10/14 13:41:03,2011/10/01 15:15:17,173760,32000
10972,COMPLETE,A_ACTIVATED,2011/10/14 13:41:03,2011/10/01 15:15:17,173760,32000
10972,COMPLETE,A_REGISTERED,2011/10/14 13:41:03,2011/10/01 15:15:17,173760,32000
112,COMPLETE,A_SUBMITTED,2011/10/01 14:09:22,2011/10/01 16:09:22,173763,4000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 14:09:23,2011/10/01 16:09:22,173763,4000
10939,COMPLETE,A_DECLINED,2011/10/01 14:38:40,2011/10/01 16:09:22,173763,4000
112,COMPLETE,A_SUBMITTED,2011/10/01 14:12:02,2011/10/01 16:12:02,173766,2000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 14:12:02,2011/10/01 16:12:02,173766,2000
112,COMPLETE,A_PREACCEPTED,2011/10/01 14:12:45,2011/10/01 16:12:02,173766,2000
11180,COMPLETE,A_CANCELLED,2011/10/06 18:52:10,2011/10/01 16:12:02,173766,2000
112,COMPLETE,A_SUBMITTED,2011/10/01 14:34:46,2011/10/01 16:34:46,173769,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 14:34:46,2011/10/01 16:34:46,173769,10000
112,COMPLETE,A_DECLINED,2011/10/01 14:35:23,2011/10/01 16:34:46,173769,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 14:39:55,2011/10/01 16:39:55,173772,3000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 14:39:55,2011/10/01 16:39:55,173772,3000
112,COMPLETE,A_DECLINED,2011/10/01 14:40:31,2011/10/01 16:39:55,173772,3000
112,COMPLETE,A_SUBMITTED,2011/10/01 14:59:00,2011/10/01 16:59:00,173775,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 14:59:00,2011/10/01 16:59:00,173775,10000
112,COMPLETE,A_PREACCEPTED,2011/10/01 14:59:31,2011/10/01 16:59:00,173775,10000
10913,COMPLETE,A_DECLINED,2011/10/03 08:38:00,2011/10/01 16:59:00,173775,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 15:49:31,2011/10/01 17:49:31,173778,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 15:49:31,2011/10/01 17:49:31,173778,10000
10971,COMPLETE,A_DECLINED,2011/10/03 07:04:53,2011/10/01 17:49:31,173778,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 16:10:34,2011/10/01 18:10:34,173781,1500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 16:10:34,2011/10/01 18:10:34,173781,1500
112,COMPLETE,A_PREACCEPTED,2011/10/01 16:11:13,2011/10/01 18:10:34,173781,1500
11180,COMPLETE,A_DECLINED,2011/10/03 07:24:47,2011/10/01 18:10:34,173781,1500
112,COMPLETE,A_SUBMITTED,2011/10/01 17:05:56,2011/10/01 19:05:56,173784,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 17:05:57,2011/10/01 19:05:56,173784,5000
112,COMPLETE,A_PREACCEPTED,2011/10/01 17:06:42,2011/10/01 19:05:56,173784,5000
11122,COMPLETE,A_ACCEPTED,2011/10/04 15:35:26,2011/10/01 19:05:56,173784,5000
11122,COMPLETE,A_FINALIZED,2011/10/04 15:37:27,2011/10/01 19:05:56,173784,5000
10609,COMPLETE,A_APPROVED,2011/11/15 11:50:28,2011/10/01 19:05:56,173784,5000
10609,COMPLETE,A_ACTIVATED,2011/11/15 11:50:28,2011/10/01 19:05:56,173784,5000
10609,COMPLETE,A_REGISTERED,2011/11/15 11:50:28,2011/10/01 19:05:56,173784,5000
112,COMPLETE,A_SUBMITTED,2011/10/01 17:06:01,2011/10/01 19:06:01,173787,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 17:06:01,2011/10/01 19:06:01,173787,5000
112,COMPLETE,A_PREACCEPTED,2011/10/01 17:06:46,2011/10/01 19:06:01,173787,5000
11202,COMPLETE,A_ACCEPTED,2011/10/03 07:27:58,2011/10/01 19:06:01,173787,5000
11202,COMPLETE,A_FINALIZED,2011/10/03 07:31:07,2011/10/01 19:06:01,173787,5000
11119,COMPLETE,A_CANCELLED,2011/10/19 16:51:53,2011/10/01 19:06:01,173787,5000
112,COMPLETE,A_SUBMITTED,2011/10/01 17:14:15,2011/10/01 19:14:15,173790,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 17:14:15,2011/10/01 19:14:15,173790,5000
112,COMPLETE,A_PREACCEPTED,2011/10/01 17:14:57,2011/10/01 19:14:15,173790,5000
11120,COMPLETE,A_ACCEPTED,2011/10/03 07:25:01,2011/10/01 19:14:15,173790,5000
11120,COMPLETE,A_FINALIZED,2011/10/03 07:26:10,2011/10/01 19:14:15,173790,5000
10609,COMPLETE,A_APPROVED,2011/10/10 12:22:35,2011/10/01 19:14:15,173790,5000
10609,COMPLETE,A_ACTIVATED,2011/10/10 12:22:35,2011/10/01 19:14:15,173790,5000
10609,COMPLETE,A_REGISTERED,2011/10/10 12:22:35,2011/10/01 19:14:15,173790,5000
112,COMPLETE,A_SUBMITTED,2011/10/01 17:32:46,2011/10/01 19:32:46,173793,6000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 17:32:46,2011/10/01 19:32:46,173793,6000
112,COMPLETE,A_PREACCEPTED,2011/10/01 17:33:28,2011/10/01 19:32:46,173793,6000
11120,COMPLETE,A_ACCEPTED,2011/10/03 12:50:01,2011/10/01 19:32:46,173793,6000
11120,COMPLETE,A_FINALIZED,2011/10/03 12:53:19,2011/10/01 19:32:46,173793,6000
10609,COMPLETE,A_REGISTERED,2011/10/18 09:25:03,2011/10/01 19:32:46,173793,6000
10609,COMPLETE,A_ACTIVATED,2011/10/18 09:25:03,2011/10/01 19:32:46,173793,6000
10609,COMPLETE,A_APPROVED,2011/10/18 09:25:03,2011/10/01 19:32:46,173793,6000
112,COMPLETE,A_SUBMITTED,2011/10/01 18:19:11,2011/10/01 20:19:11,173796,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 18:19:12,2011/10/01 20:19:11,173796,15000
112,COMPLETE,A_PREACCEPTED,2011/10/01 18:19:54,2011/10/01 20:19:11,173796,15000
11001,COMPLETE,A_ACCEPTED,2011/10/03 09:07:36,2011/10/01 20:19:11,173796,15000
11001,COMPLETE,A_FINALIZED,2011/10/03 09:15:53,2011/10/01 20:19:11,173796,15000
11201,COMPLETE,A_CANCELLED,2011/10/10 15:23:53,2011/10/01 20:19:11,173796,15000
112,COMPLETE,A_SUBMITTED,2011/10/01 18:27:34,2011/10/01 20:27:34,173799,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 18:27:34,2011/10/01 20:27:34,173799,10000
112,COMPLETE,A_PREACCEPTED,2011/10/01 18:28:25,2011/10/01 20:27:34,173799,10000
11121,COMPLETE,A_DECLINED,2011/10/04 16:30:26,2011/10/01 20:27:34,173799,10000
112,COMPLETE,A_SUBMITTED,2011/10/01 18:35:21,2011/10/01 20:35:21,173802,25000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 18:35:21,2011/10/01 20:35:21,173802,25000
10971,COMPLETE,A_DECLINED,2011/10/03 07:07:15,2011/10/01 20:35:21,173802,25000
112,COMPLETE,A_SUBMITTED,2011/10/01 19:07:54,2011/10/01 21:07:54,173805,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 19:07:54,2011/10/01 21:07:54,173805,5000
112,COMPLETE,A_PREACCEPTED,2011/10/01 19:08:44,2011/10/01 21:07:54,173805,5000
11202,COMPLETE,A_ACCEPTED,2011/10/03 07:50:56,2011/10/01 21:07:54,173805,5000
11202,COMPLETE,A_FINALIZED,2011/10/03 07:53:24,2011/10/01 21:07:54,173805,5000
112,COMPLETE,A_CANCELLED,2011/11/03 08:15:16,2011/10/01 21:07:54,173805,5000
112,COMPLETE,A_SUBMITTED,2011/10/01 19:24:58,2011/10/01 21:24:58,173808,4000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 19:24:59,2011/10/01 21:24:58,173808,4000
112,COMPLETE,A_DECLINED,2011/10/01 19:25:39,2011/10/01 21:24:58,173808,4000
112,COMPLETE,A_SUBMITTED,2011/10/01 20:59:29,2011/10/01 22:59:29,173811,50000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 20:59:29,2011/10/01 22:59:29,173811,50000
10971,COMPLETE,A_PREACCEPTED,2011/10/03 07:09:14,2011/10/01 22:59:29,173811,50000
11180,COMPLETE,A_ACCEPTED,2011/10/03 09:45:30,2011/10/01 22:59:29,173811,50000
11180,COMPLETE,A_FINALIZED,2011/10/03 09:47:47,2011/10/01 22:59:29,173811,50000
112,COMPLETE,A_CANCELLED,2011/11/03 08:15:25,2011/10/01 22:59:29,173811,50000
112,COMPLETE,A_SUBMITTED,2011/10/01 21:01:43,2011/10/01 23:01:43,173814,14542
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 21:01:43,2011/10/01 23:01:43,173814,14542
10971,COMPLETE,A_PREACCEPTED,2011/10/03 07:10:50,2011/10/01 23:01:43,173814,14542
11120,COMPLETE,A_DECLINED,2011/10/03 09:15:44,2011/10/01 23:01:43,173814,14542
112,COMPLETE,A_SUBMITTED,2011/10/01 22:57:28,2011/10/02 00:57:28,173817,7000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 22:57:29,2011/10/02 00:57:28,173817,7000
112,COMPLETE,A_PREACCEPTED,2011/10/01 22:58:15,2011/10/02 00:57:28,173817,7000
11180,COMPLETE,A_ACCEPTED,2011/10/03 07:44:01,2011/10/02 00:57:28,173817,7000
11180,COMPLETE,A_FINALIZED,2011/10/03 07:52:38,2011/10/02 00:57:28,173817,7000
10609,COMPLETE,A_DECLINED,2011/10/11 07:15:45,2011/10/02 00:57:28,173817,7000
112,COMPLETE,A_SUBMITTED,2011/10/01 23:39:06,2011/10/02 01:39:06,173820,7500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/01 23:39:07,2011/10/02 01:39:06,173820,7500
112,COMPLETE,A_DECLINED,2011/10/01 23:39:50,2011/10/02 01:39:06,173820,7500
112,COMPLETE,A_SUBMITTED,2011/10/02 07:23:29,2011/10/02 09:23:29,173823,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 07:23:30,2011/10/02 09:23:29,173823,15000
112,COMPLETE,A_PREACCEPTED,2011/10/02 07:24:07,2011/10/02 09:23:29,173823,15000
11120,COMPLETE,A_ACCEPTED,2011/10/03 07:52:09,2011/10/02 09:23:29,173823,15000
11120,COMPLETE,A_FINALIZED,2011/10/03 07:57:31,2011/10/02 09:23:29,173823,15000
10138,COMPLETE,A_DECLINED,2011/10/13 07:36:21,2011/10/02 09:23:29,173823,15000
112,COMPLETE,A_SUBMITTED,2011/10/02 07:39:10,2011/10/02 09:39:10,173826,13000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 07:39:11,2011/10/02 09:39:10,173826,13000
11001,COMPLETE,A_PREACCEPTED,2011/10/03 07:44:48,2011/10/02 09:39:10,173826,13000
10889,COMPLETE,A_DECLINED,2011/10/03 12:39:21,2011/10/02 09:39:10,173826,13000
112,COMPLETE,A_SUBMITTED,2011/10/02 07:54:34,2011/10/02 09:54:34,173829,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 07:54:34,2011/10/02 09:54:34,173829,5000
10889,COMPLETE,A_PREACCEPTED,2011/10/03 07:37:43,2011/10/02 09:54:34,173829,5000
10889,COMPLETE,A_DECLINED,2011/10/03 07:38:47,2011/10/02 09:54:34,173829,5000
112,COMPLETE,A_SUBMITTED,2011/10/02 07:54:39,2011/10/02 09:54:39,173832,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 07:54:40,2011/10/02 09:54:39,173832,10000
112,COMPLETE,A_DECLINED,2011/10/02 07:55:24,2011/10/02 09:54:39,173832,10000
112,COMPLETE,A_SUBMITTED,2011/10/02 08:20:29,2011/10/02 10:20:29,173835,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 08:20:30,2011/10/02 10:20:29,173835,10000
112,COMPLETE,A_PREACCEPTED,2011/10/02 08:21:19,2011/10/02 10:20:29,173835,10000
11180,COMPLETE,A_ACCEPTED,2011/10/03 08:29:10,2011/10/02 10:20:29,173835,10000
11180,COMPLETE,A_FINALIZED,2011/10/03 08:35:59,2011/10/02 10:20:29,173835,10000
10861,COMPLETE,A_CANCELLED,2011/10/18 12:12:43,2011/10/02 10:20:29,173835,10000
112,COMPLETE,A_SUBMITTED,2011/10/02 08:52:41,2011/10/02 10:52:41,173838,8000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 08:52:41,2011/10/02 10:52:41,173838,8000
112,COMPLETE,A_DECLINED,2011/10/02 08:53:22,2011/10/02 10:52:41,173838,8000
112,COMPLETE,A_SUBMITTED,2011/10/02 08:57:22,2011/10/02 10:57:22,173841,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 08:57:22,2011/10/02 10:57:22,173841,10000
112,COMPLETE,A_PREACCEPTED,2011/10/02 08:57:55,2011/10/02 10:57:22,173841,10000
11001,COMPLETE,A_CANCELLED,2011/10/04 11:59:20,2011/10/02 10:57:22,173841,10000
112,COMPLETE,A_SUBMITTED,2011/10/02 09:03:26,2011/10/02 11:03:26,173844,15500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/02 09:03:26,2011/10/02 11:03:26,173844,15500
