org:group,resource country,org:resource,oranization country,org:role,Activity,impact,product,time:timestamp,CaseID
Org line C,France,Celine,fr,V3_3,Accepted_In Progress,Major,PROD793,18.51677309959558,1-370436092
Org line C,France,Celine,fr,V3_3,Accepted_In Progress,Major,PROD793,18.655237286603246,1-370436092
Org line C,Sweden,Tomas,se,C_6,Accepted_Assigned,Low,PROD660,18.640636844739177,1-372029512
Org line C,Sweden,Tomas,se,C_6,Accepted_Wait,Low,PROD660,18.866796683133156,1-372029512
Org line C,Sweden,Tomas,se,C_6,Completed_Closed,Low,PROD660,18.92167357789697,1-372029512
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.921687847417797,1-372978779
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92170258934585,1-372978779
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.923645753884845,1-373110819
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.923646328382887,1-373110819
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.923646503755908,1-373268674
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.923646951259336,1-373268674
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92166647032719,1-373413519
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.921666755115698,1-373413519
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.923647719271514,1-373413971
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924189740361395,1-373413971
Org line C,Sweden,Anna,in,E_7,Accepted_Assigned,Low,PROD660,18.873506194521916,1-374832944
Org line C,Sweden,Anna,in,E_7,Accepted_In Progress,Low,PROD660,18.92273402094942,1-374832944
Org line C,Sweden,Anna,in,E_7,Completed_Closed,Low,PROD660,18.922734317539792,1-374832944
Org line C,0,Sumesh,se,E_10,Accepted_In Progress,Medium,PROD698,18.53306373222886,1-375644051
Org line C,0,Sumesh,se,E_10,Accepted_Wait,Medium,PROD698,18.533067315967116,1-375644051
Org line C,0,Sumesh,se,E_10,Accepted_In Progress,Medium,PROD698,18.802309086961525,1-375644051
Org line C,Sweden,Prasad,se,E_10,Queued_Awaiting Assignment,Medium,PROD698,18.885413085591196,1-375644051
Org line C,Sweden,Peter,se,E_7,Accepted_In Progress,High,PROD153,18.554419505074556,1-378050311
Org line C,Sweden,Peter,se,E_7,Accepted_In Progress,High,PROD153,18.567169342000774,1-378050311
Org line C,Sweden,Peter,se,E_7,Accepted_In Progress,High,PROD153,18.56717021437333,1-378050311
Org line C,Sweden,Peter,se,E_7,Accepted_In Progress,High,PROD153,18.654405634912607,1-378050311
Org line F,Sweden,Craig,se,NAN,Queued_Awaiting Assignment,High,PROD153,18.889233076826805,1-378050311
Org line F,Sweden,Stefan,se,NAN,Accepted_In Progress,High,PROD153,18.93611596916233,1-378050311
Org line F,Sweden,Stefan,se,NAN,Completed_Closed,High,PROD153,18.9361164529271,1-378050311
Org line C,Sweden,Anna,in,E_7,Accepted_Assigned,Medium,PROD660,18.873506060997794,1-378744625
Org line C,Sweden,Anna,in,E_7,Accepted_In Progress,Medium,PROD660,18.922734904667408,1-378744625
Org line C,Sweden,Anna,in,E_7,Completed_Closed,Medium,PROD660,18.92273491677313,1-378744625
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924201369066676,1-380392616
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924222873353553,1-380392616
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924222939836017,1-380527184
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924227140309963,1-380527184
Org line G4,Sweden,David,se,NAN,Accepted_In Progress,High,PROD551,18.550017655778802,1-380632889
Org line G4,Sweden,David,se,NAN,Queued_Awaiting Assignment,High,PROD551,18.595173762548217,1-380632889
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.90526339343814,1-380654568
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.9216563027184,1-380654568
Org line A2,Sweden,Tomas,se,A2_2,Accepted_In Progress,Medium,PROD681,18.55525704671809,1-382209384
Org line A2,Sweden,Tomas,se,A2_2,Accepted_In Progress,Medium,PROD681,18.840303655706613,1-382209384
Org line A2,Sweden,Niklas,se,A2_2,Accepted_Assigned,Medium,PROD681,18.880592205661586,1-382209384
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92422578044623,1-382442048
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92422653592631,1-382442048
Org line C,Sweden,Jonas,se,C_6,Accepted_Assigned,Medium,PROD660,18.73461000050963,1-384097130
Org line C,Sweden,Jonas,se,C_6,Accepted_In Progress,Medium,PROD660,18.74636806040476,1-384097130
Org line C,Sweden,Jonas,se,C_6,Accepted_Wait,Medium,PROD660,18.75580171802942,1-384097130
Org line A2,POLAND,Ewa,us,A2_2,Accepted_In Progress,Medium,PROD98,18.92422723096748,1-384757914
Org line A2,POLAND,Ewa,us,A2_2,Completed_Closed,Medium,PROD98,18.924229285868986,1-384757914
Org line G4,Sweden,Joakim,se,NAN,Accepted_In Progress,High,PROD374,18.566229432507953,1-385201933
Org line G4,Sweden,Joakim,se,NAN,Queued_Awaiting Assignment,High,PROD374,18.56623655635641,1-385201933
Org line G4,Sweden,Per,se,NAN,Accepted_Assigned,High,PROD374,18.61105812363056,1-385201933
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,High,PROD374,18.622317546219378,1-385201933
Org line G4,Sweden,Per,se,NAN,Accepted_Wait,High,PROD374,18.672699298722467,1-385201933
Org line G4,Sweden,Per,se,NAN,Completed_Closed,High,PROD374,18.919541224032304,1-385201933
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924229527621826,1-385311756
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92423020452947,1-385311756
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.921727867641433,1-388644366
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.921728067587054,1-388644366
Org line C,USA,Stephen,se,C_6,Accepted_In Progress,Low,PROD424,18.59023176175868,1-390250582
Org line C,USA,Stephen,se,C_6,Accepted_Wait,Low,PROD424,18.59235042036482,1-390250582
Org line C,USA,Stephen,se,C_6,Accepted_Assigned,Low,PROD424,18.596595923663966,1-390250582
Org line C,USA,Stephen,se,C_6,Accepted_In Progress,Low,PROD424,18.596723345970013,1-390250582
Org line G4,Sweden,Christer,se,NAN,Accepted_In Progress,Low,PROD412,18.59148580643251,1-390722958
Org line G4,Sweden,Christer,se,NAN,Accepted_Assigned,Low,PROD412,18.914348182361422,1-390722958
Org line G4,Sweden,Christer,se,NAN,Accepted_In Progress,Low,PROD412,18.949054425970935,1-390722958
Org line G4,Sweden,Christer,se,NAN,Completed_Closed,Low,PROD412,18.94905476202179,1-390722958
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.908049479456086,1-392812598
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.90804966987062,1-392812598
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.922103367752307,1-397446945
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.922103882570322,1-397446945
Org line G4,Sweden,Ing-Marie,se,NAN,Queued_Awaiting Assignment,Medium,PROD821,18.610287656312494,1-399013423
Org line G4,Sweden,David,se,NAN,Accepted_In Progress,Medium,PROD368,18.61109897569654,1-399628501
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,Medium,PROD368,18.670634975362567,1-399628501
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_In Progress,Low,PROD753,18.61754550055421,1-402328919
Org line A2,Sweden,Tomas,cn,A2_2,Completed_Closed,Low,PROD753,18.982524254384682,1-402328919
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.922122730783855,1-403006315
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.922124341829328,1-403006315
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,Low,PROD304,18.622496816855634,1-404005175
Org line G4,Sweden,Per,se,NAN,Accepted_Wait,Low,PROD304,18.67269972619905,1-404005175
Org line G4,Sweden,Per,se,NAN,Completed_Closed,Low,PROD304,18.919550793808504,1-404005175
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,Low,PROD374,18.622597847779332,1-404084309
Org line G4,Sweden,Per,se,NAN,Accepted_Wait,Low,PROD374,18.699245764602537,1-404084309
Org line G4,Sweden,Per,se,NAN,Accepted_Wait,Low,PROD374,18.937305048823426,1-404084309
Org line G4,Sweden,Per,se,NAN,Completed_Closed,Low,PROD374,18.937305054788734,1-404084309
Org line B,France,Nicolas,in,E_10,Accepted_In Progress,Medium,PROD424,18.626529649314346,1-404736991
Org line B,INDIA,Rijin,in,E_10,Accepted_In Progress,Medium,PROD424,18.659793175292716,1-404736991
Org line B,INDIA,Rijin,in,E_10,Accepted_In Progress,Medium,PROD424,18.65979915895513,1-404736991
Org line B,INDIA,Rijin,in,E_10,Accepted_Wait,Medium,PROD424,18.662009419030518,1-404736991
Org line B,INDIA,Rijin,in,E_10,Accepted_In Progress,Medium,PROD424,18.802755143292146,1-404736991
Org line B,INDIA,Rijin,in,E_10,Accepted_Wait,Medium,PROD424,18.803510862610985,1-404736991
Org line B,INDIA,Rijin,in,E_10,Accepted_In Progress,Medium,PROD424,18.937359266043444,1-404736991
Org line B,INDIA,Rijin,in,E_10,Completed_Closed,Medium,PROD424,18.937360470969725,1-404736991
Org line C,Sweden,Kenneth,se,C_6,Accepted_In Progress,Medium,PROD660,18.795082634019472,1-406066421
Org line C,Sweden,Kenneth,se,C_6,Completed_Closed,Medium,PROD660,18.907951749017247,1-406066421
Org line G4,Sweden,Ing-Marie,se,NAN,Accepted_In Progress,Medium,PROD821,18.633054015467128,1-407876996
Org line G4,Sweden,Ing-Marie,se,NAN,Queued_Awaiting Assignment,Medium,PROD821,18.633055576185097,1-407876996
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924234000038833,1-408853759
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924235178577824,1-408853759
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.6447645810593,1-413205820
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.858670058965576,1-413205820
Org line A2,USA,Fredrik,us,A2_4,Queued_Awaiting Assignment,Low,PROD546,18.858670110592186,1-413205820
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.859156921374453,1-413205820
Org line A2,USA,Joakim,us,A2_4,Accepted_Assigned,Low,PROD546,18.892641562902188,1-413205820
Org line A2,USA,Joakim,us,A2_4,Completed_Closed,Low,PROD546,18.907981050723315,1-413205820
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_In Progress,High,PROD753,18.645321078527413,1-413665008
Org line A2,Sweden,Tomas,cn,A2_2,Completed_Closed,High,PROD753,18.982521768497055,1-413665008
Org line C,Sweden,Jonas,se,C_6,Accepted_In Progress,Medium,PROD660,18.64946428856127,1-415000020
Org line C,Sweden,Anna,se,E_7,Queued_Awaiting Assignment,Medium,PROD660,18.649532850416637,1-415000020
Org line C,Sweden,Anna,se,E_7,Accepted_In Progress,Medium,PROD660,18.843222826962347,1-415000020
Org line C,Sweden,Anna,se,E_7,Accepted_Wait,Medium,PROD660,18.843222866285068,1-415000020
Org line C,Sweden,Anna,se,E_7,Accepted_In Progress,Medium,PROD660,18.922735201257517,1-415000020
Org line C,Sweden,Anna,se,E_7,Completed_Closed,Medium,PROD660,18.92273532231468,1-415000020
Org line G4,Sweden,Viktoria,se,NAN,Accepted_In Progress,Medium,PROD412,18.650822200710845,1-415822336
Org line G4,Sweden,Viktoria,se,NAN,Accepted_Wait,Medium,PROD412,18.65087373348744,1-415822336
Org line G4,Sweden,Viktoria,se,NAN,Queued_Awaiting Assignment,Medium,PROD412,18.66529166943575,1-415822336
Org line G4,Sweden,Viktoria,se,NAN,Queued_Awaiting Assignment,Medium,PROD412,18.665304706452748,1-415822336
Org line G4,Sweden,Viktoria,se,NAN,Queued_Awaiting Assignment,Medium,PROD412,18.665994290683265,1-415822336
Org line G4,Sweden,Viktoria,se,NAN,Accepted_In Progress,Medium,PROD412,18.665994987071677,1-415822336
Org line G4,Sweden,Viktoria,se,NAN,Accepted_Wait,Medium,PROD412,18.66599575388083,1-415822336
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92166874257366,1-417868043
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92166888799726,1-417868043
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924270461578804,1-418122119
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924270884628815,1-418122119
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924270993413074,1-419236954
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924272304866836,1-419236954
Org line G4,Sweden,Viktoria,se,NAN,Accepted_In Progress,Medium,PROD412,18.66203509942154,1-422418092
Org line G4,Sweden,Viktoria,se,NAN,Queued_Awaiting Assignment,Medium,PROD412,18.662037330418563,1-422418092
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,Medium,PROD412,18.92532015047252,1-422418092
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,Medium,PROD412,18.925320518743625,1-422418092
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924285975310077,1-422877530
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92428821743832,1-422877530
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.924290882603092,1-424065923
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.924296055782463,1-424065923
Org line G4,Sweden,Roland,se,NAN,Accepted_In Progress,Medium,PROD374,18.67406822198004,1-427955007
Org line G4,Sweden,Roland,se,NAN,Accepted_Wait,Medium,PROD374,18.701751484633988,1-427955007
Org line G4,Sweden,Roland,se,NAN,Accepted_In Progress,Medium,PROD374,18.706870167958517,1-427955007
Org line G4,Sweden,Roland,se,NAN,Accepted_Wait,Medium,PROD374,18.764859827815723,1-427955007
Org line G4,Sweden,Roland,se,NAN,Completed_Closed,Medium,PROD374,18.919522302809316,1-427955007
Org line G4,Sweden,Marco,se,NAN,Accepted_Assigned,Medium,PROD411,18.921681770020445,1-429498598
Org line G4,Sweden,Marco,se,NAN,Accepted_Wait,Medium,PROD411,18.922625087646715,1-429498598
Org line G4,Sweden,Marco,se,NAN,Completed_Closed,Medium,PROD411,18.922665040113696,1-429498598
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.68001667379361,1-430880486
Org line G4,Sweden,Katarina,se,NAN,Accepted_Wait,Medium,PROD374,18.74155972087429,1-430880486
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.937285524177796,1-430880486
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.921688247325,1-431797119
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.921691246623936,1-431797119
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.923437769954447,1-433309965
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92343911274439,1-433309965
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD235,18.68805434839212,1-433910332
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Wait,Medium,PROD235,18.688054401969215,1-433910332
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Wait,Medium,PROD235,18.691855817454222,1-433910332
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD235,18.708410295277005,1-433910332
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Wait,Medium,PROD235,18.747610690246265,1-433910332
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD235,18.751411853223757,1-433910332
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,Medium,PROD235,18.802305611764325,1-433910332
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,Low,PROD374,18.699198391046338,1-439833168
Org line G4,Sweden,Per,se,NAN,Accepted_Wait,Low,PROD374,18.699245658640866,1-439833168
Org line G4,Sweden,Per,se,NAN,Completed_Closed,Low,PROD374,18.937303378535624,1-439833168
Org line G4,Sweden,Ing-Marie,se,NAN,Accepted_In Progress,Medium,PROD821,18.701740673334605,1-441507371
Org line G4,Sweden,Ing-Marie,se,NAN,Queued_Awaiting Assignment,Medium,PROD821,18.70174564866078,1-441507371
