org:resource,Activity,time:timestamp,case:REG_DATE,CaseID,case:AMOUNT_REQ,org:resource:role
NAN,W_Nabellen incomplete dossiers,13.62557206583115,10.538210812958356,173721,9.104979856318357,Role 1
11009.0,W_Nabellen incomplete dossiers,13.634689874296555,10.538210812958356,173721,9.104979856318357,Role 1
10912.0,W_Completeren aanvraag,10.58240902583209,10.207510384575961,173694,8.85366542803745,Role 1
NAN,W_Completeren aanvraag,12.261308657182994,10.207510384575961,173694,8.85366542803745,Role 1
11201.0,W_Completeren aanvraag,12.297917737938192,10.207510384575961,173694,8.85366542803745,Role 1
11201.0,W_Completeren aanvraag,12.299986396235614,10.207510384575961,173694,8.85366542803745,Role 1
11201.0,W_Nabellen offertes,12.30109642068824,10.207510384575961,173694,8.85366542803745,Role 1
NAN,W_Nabellen offertes,13.636041728272325,10.207510384575961,173694,8.85366542803745,Role 1
11119.0,W_Nabellen offertes,13.64798145140516,10.207510384575961,173694,8.85366542803745,Role 1
10912.0,W_Nabellen offertes,13.986668364676294,10.207510384575961,173694,8.85366542803745,Role 1
10861.0,W_Nabellen offertes,14.187841406160025,10.207510384575961,173694,8.85366542803745,Role 1
NAN,W_Nabellen offertes,14.562352048166334,10.207510384575961,173694,8.85366542803745,Role 1
11203.0,W_Nabellen offertes,14.615491268763186,10.207510384575961,173694,8.85366542803745,Role 1
11181.0,W_Nabellen offertes,14.716714047619101,10.207510384575961,173694,8.85366542803745,Role 1
11189.0,W_Nabellen offertes,14.82106083779683,10.207510384575961,173694,8.85366542803745,Role 1
11119.0,W_Nabellen offertes,14.824248466065544,10.207510384575961,173694,8.85366542803745,Role 1
11049.0,W_Nabellen offertes,14.84491352314996,10.207510384575961,173694,8.85366542803745,Role 1
10609.0,W_Valideren aanvraag,14.913047935789333,10.207510384575961,173694,8.85366542803745,Role 2
10912.0,W_Completeren aanvraag,10.589106466675283,10.39821428171237,173703,9.51044496442652,Role 1
10912.0,W_Completeren aanvraag,10.705668494120196,10.39821428171237,173703,9.51044496442652,Role 1
NAN,W_Completeren aanvraag,10.59335435854593,10.20411052912071,173691,8.517193191416238,Role 1
NAN,W_Completeren aanvraag,10.824248279081734,10.20411052912071,173691,8.517193191416238,Role 1
NAN,W_Nabellen offertes,10.824984707437652,10.20411052912071,173691,8.517193191416238,Role 1
NAN,W_Nabellen offertes,12.352149390115272,10.20411052912071,173691,8.517193191416238,Role 1
NAN,W_Nabellen offertes,12.352386987018127,10.20411052912071,173691,8.517193191416238,Role 1
11049.0,W_Nabellen offertes,13.607453875351823,10.20411052912071,173691,8.517193191416238,Role 1
10809.0,W_Valideren aanvraag,13.613063841866284,10.20411052912071,173691,8.517193191416238,Role 2
10809.0,W_Valideren aanvraag,13.624990283346955,10.20411052912071,173691,8.517193191416238,Role 2
10809.0,W_Valideren aanvraag,13.625233439441663,10.20411052912071,173691,8.517193191416238,Role 2
NAN,W_Completeren aanvraag,10.59635969527664,0.0,173688,9.903487552536127,Role 1
NAN,W_Nabellen offertes,10.643136566747494,0.0,173688,9.903487552536127,Role 1
10913.0,W_Nabellen offertes,13.403014792604818,0.0,173688,9.903487552536127,Role 1
11049.0,W_Nabellen offertes,13.613224224728677,0.0,173688,9.903487552536127,Role 1
10629.0,W_Valideren aanvraag,13.885720155606322,0.0,173688,9.903487552536127,Role 2
NAN,W_Completeren aanvraag,10.597684182231644,10.423054856238874,173715,10.714417768752456,Role 1
10912.0,W_Completeren aanvraag,10.661954199216716,10.423054856238874,173715,10.714417768752456,Role 1
10913.0,W_Nabellen offertes,13.403584120352875,10.423054856238874,173715,10.714417768752456,Role 1
10899.0,W_Nabellen offertes,13.619154983406448,10.423054856238874,173715,10.714417768752456,Role 1
10138.0,W_Valideren aanvraag,13.887276647192426,10.423054856238874,173715,10.714417768752456,Role 2
10912.0,W_Afhandelen leads,10.636408178080352,10.606832558072519,173724,9.615805480084347,Role 1
10939.0,W_Afhandelen leads,10.648539090746434,10.606832558072519,173724,9.615805480084347,Role 1
10912.0,W_Completeren aanvraag,10.738654993116501,10.606832558072519,173724,9.615805480084347,Role 1
NAN,W_Completeren aanvraag,10.78305205743776,10.606832558072519,173724,9.615805480084347,Role 1
11000.0,W_Completeren aanvraag,10.870338310021983,10.606832558072519,173724,9.615805480084347,Role 1
NAN,W_Completeren aanvraag,12.264803710993936,10.606832558072519,173724,9.615805480084347,Role 1
11201.0,W_Completeren aanvraag,12.334360313831644,10.606832558072519,173724,9.615805480084347,Role 1
10912.0,W_Completeren aanvraag,10.774927351272387,10.669978127320283,173730,9.615805480084347,Role 1
11203.0,W_Completeren aanvraag,10.870243235816496,10.669978127320283,173730,9.615805480084347,Role 1
11203.0,W_Completeren aanvraag,10.88846444219873,10.669978127320283,173730,9.615805480084347,Role 1
11203.0,W_Completeren aanvraag,10.898367628770513,10.669978127320283,173730,9.615805480084347,Role 1
11203.0,W_Nabellen offertes,10.907697582448167,10.669978127320283,173730,9.615805480084347,Role 1
10913.0,W_Nabellen offertes,13.40195682495249,10.669978127320283,173730,9.615805480084347,Role 1
NAN,W_Nabellen offertes,13.653276293827822,10.669978127320283,173730,9.615805480084347,Role 1
NAN,W_Nabellen offertes,13.710705443598147,10.669978127320283,173730,9.615805480084347,Role 1
10863.0,W_Nabellen offertes,13.746570899347207,10.669978127320283,173730,9.615805480084347,Role 1
11180.0,W_Nabellen offertes,13.819817270749098,10.669978127320283,173730,9.615805480084347,Role 1
11180.0,W_Nabellen offertes,13.91210990643347,10.669978127320283,173730,9.615805480084347,Role 1
NAN,W_Nabellen offertes,13.962331008615054,10.669978127320283,173730,9.615805480084347,Role 1
10809.0,W_Valideren aanvraag,14.28606466067169,10.669978127320283,173730,9.615805480084347,Role 2
NAN,W_Nabellen incomplete dossiers,14.28654677890366,10.669978127320283,173730,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,14.286688497437778,10.669978127320283,173730,9.615805480084347,Role 1
11122.0,W_Nabellen incomplete dossiers,14.299160032714777,10.669978127320283,173730,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,14.32756262933584,10.669978127320283,173730,9.615805480084347,Role 1
10972.0,W_Valideren aanvraag,14.331808381894726,10.669978127320283,173730,9.615805480084347,Role 2
11169.0,W_Nabellen incomplete dossiers,14.332483647284162,10.669978127320283,173730,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,14.333102438895734,10.669978127320283,173730,9.615805480084347,Role 1
10972.0,W_Valideren aanvraag,14.335805010541314,10.669978127320283,173730,9.615805480084347,Role 2
11169.0,W_Nabellen incomplete dossiers,14.33693719193481,10.669978127320283,173730,9.615805480084347,Role 1
10972.0,W_Nabellen incomplete dossiers,14.339776257916954,10.669978127320283,173730,9.615805480084347,Role 2
11049.0,W_Nabellen incomplete dossiers,14.345207787525103,10.669978127320283,173730,9.615805480084347,Role 1
10972.0,W_Valideren aanvraag,14.374086376747762,10.669978127320283,173730,9.615805480084347,Role 2
10809.0,W_Valideren aanvraag,14.379906900816358,10.669978127320283,173730,9.615805480084347,Role 2
10972.0,W_Valideren aanvraag,14.380015517256275,10.669978127320283,173730,9.615805480084347,Role 2
10939.0,W_Afhandelen leads,10.846848555932947,10.674752512360026,173733,8.699514748210191,Role 1
10939.0,W_Afhandelen leads,10.848521219942494,10.760622583201524,173742,8.699514748210191,Role 1
NAN,W_Completeren aanvraag,10.909198424665611,10.760622583201524,173742,8.699514748210191,Role 1
11180.0,W_Completeren aanvraag,12.28789684233229,10.760622583201524,173742,8.699514748210191,Role 1
11201.0,W_Completeren aanvraag,12.336161870687846,10.760622583201524,173742,8.699514748210191,Role 1
11169.0,W_Completeren aanvraag,12.606830022976592,10.760622583201524,173742,8.699514748210191,Role 1
11179.0,W_Completeren aanvraag,12.628909323732948,10.760622583201524,173742,8.699514748210191,Role 1
11122.0,W_Completeren aanvraag,12.675153974587818,10.760622583201524,173742,8.699514748210191,Role 1
11180.0,W_Completeren aanvraag,12.841619844185105,10.760622583201524,173742,8.699514748210191,Role 1
NAN,W_Completeren aanvraag,12.878488918074678,10.760622583201524,173742,8.699514748210191,Role 1
NAN,W_Completeren aanvraag,12.921287044126727,10.760622583201524,173742,8.699514748210191,Role 1
NAN,W_Completeren aanvraag,12.927014938021532,10.760622583201524,173742,8.699514748210191,Role 1
11201.0,W_Completeren aanvraag,13.051253981945617,10.760622583201524,173742,8.699514748210191,Role 1
11180.0,W_Completeren aanvraag,13.132171123835395,10.760622583201524,173742,8.699514748210191,Role 1
11181.0,W_Completeren aanvraag,13.275897867425636,10.760622583201524,173742,8.699514748210191,Role 1
10913.0,W_Completeren aanvraag,13.371662665542383,10.760622583201524,173742,8.699514748210191,Role 1
11181.0,W_Completeren aanvraag,13.375295607449079,10.760622583201524,173742,8.699514748210191,Role 1
NAN,W_Completeren aanvraag,13.979332887666834,10.760622583201524,173742,8.699514748210191,Role 1
10939.0,W_Afhandelen leads,10.877348835532215,10.790802512173709,173745,7.600902459542082,Role 1
NAN,W_Completeren aanvraag,10.918772578614485,10.790802512173709,173745,7.600902459542082,Role 1
11000.0,W_Nabellen offertes,13.382317046412137,10.790802512173709,173745,7.600902459542082,Role 1
10939.0,W_Afhandelen leads,10.880553483124743,10.792037029428558,173748,8.517193191416238,Role 1
10939.0,W_Completeren aanvraag,10.916977587787402,10.792037029428558,173748,8.517193191416238,Role 1
10939.0,W_Completeren aanvraag,10.917159046351838,10.792037029428558,173748,8.517193191416238,Role 1
NAN,W_Completeren aanvraag,10.920618599336354,10.792037029428558,173748,8.517193191416238,Role 1
11019.0,W_Completeren aanvraag,10.930442709440007,10.792037029428558,173748,8.517193191416238,Role 1
11119.0,W_Completeren aanvraag,10.96004444747091,10.792037029428558,173748,8.517193191416238,Role 1
11119.0,W_Nabellen offertes,10.961902651452824,10.792037029428558,173748,8.517193191416238,Role 1
11119.0,W_Nabellen offertes,10.964986239864137,10.792037029428558,173748,8.517193191416238,Role 1
11119.0,W_Nabellen offertes,10.971314119938606,10.792037029428558,173748,8.517193191416238,Role 1
11001.0,W_Nabellen offertes,12.34904681448128,10.792037029428558,173748,8.517193191416238,Role 1
11000.0,W_Completeren aanvraag,10.884123036775899,10.720046343011273,173739,9.210340371976184,Role 1
NAN,W_Completeren aanvraag,10.900380835342334,10.720046343011273,173739,9.210340371976184,Role 1
11000.0,W_Completeren aanvraag,10.916523797267468,10.720046343011273,173739,9.210340371976184,Role 1
11000.0,W_Nabellen offertes,10.920473936490946,10.720046343011273,173739,9.210340371976184,Role 1
11000.0,W_Nabellen offertes,13.397634754787639,10.720046343011273,173739,9.210340371976184,Role 1
NAN,W_Nabellen offertes,13.7088491965734,10.720046343011273,173739,9.210340371976184,Role 1
10609.0,W_Valideren aanvraag,13.894342070899047,10.720046343011273,173739,9.210340371976184,Role 2
10629.0,W_Valideren aanvraag,13.900527029786433,10.720046343011273,173739,9.210340371976184,Role 2
10939.0,W_Nabellen incomplete dossiers,13.916787446956917,10.720046343011273,173739,9.210340371976184,Role 1
11019.0,W_Nabellen incomplete dossiers,13.961580389794388,10.720046343011273,173739,9.210340371976184,Role 1
NAN,W_Nabellen incomplete dossiers,13.971551450213909,10.720046343011273,173739,9.210340371976184,Role 1
NAN,W_Nabellen incomplete dossiers,13.97242968780924,10.720046343011273,173739,9.210340371976184,Role 1
11000.0,W_Nabellen incomplete dossiers,13.973875772720827,10.720046343011273,173739,9.210340371976184,Role 1
NAN,W_Nabellen incomplete dossiers,13.979187716455813,10.720046343011273,173739,9.210340371976184,Role 1
10629.0,W_Valideren aanvraag,13.98089871728253,10.720046343011273,173739,9.210340371976184,Role 2
11000.0,W_Completeren aanvraag,10.891522035422959,10.798656787788172,173751,9.210340371976184,Role 1
NAN,W_Completeren aanvraag,10.972997101616976,10.798656787788172,173751,9.210340371976184,Role 1
10899.0,W_Nabellen offertes,13.238716057256072,10.798656787788172,173751,9.210340371976184,Role 1
10138.0,W_Valideren aanvraag,13.710208929461453,10.798656787788172,173751,9.210340371976184,Role 2
11019.0,W_Completeren aanvraag,10.89831216206439,10.705354599810315,173736,9.615805480084347,Role 1
11203.0,W_Completeren aanvraag,10.915470209522413,10.705354599810315,173736,9.615805480084347,Role 1
11203.0,W_Completeren aanvraag,10.926010420096983,10.705354599810315,173736,9.615805480084347,Role 1
10982.0,W_Nabellen offertes,12.623591481361547,10.705354599810315,173736,9.615805480084347,Role 1
10899.0,W_Nabellen offertes,13.622066575682528,10.705354599810315,173736,9.615805480084347,Role 1
10138.0,W_Valideren aanvraag,13.886365028932499,10.705354599810315,173736,9.615805480084347,Role 2
NAN,W_Nabellen incomplete dossiers,13.887173328762605,10.705354599810315,173736,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,13.887337144020316,10.705354599810315,173736,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,13.887437653734944,10.705354599810315,173736,9.615805480084347,Role 1
11169.0,W_Nabellen incomplete dossiers,13.889031429236567,10.705354599810315,173736,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,13.891235650445248,10.705354599810315,173736,9.615805480084347,Role 1
NAN,W_Nabellen incomplete dossiers,14.22344860583483,10.705354599810315,173736,9.615805480084347,Role 1
10809.0,W_Valideren aanvraag,14.227469866364423,10.705354599810315,173736,9.615805480084347,Role 2
11000.0,W_Completeren aanvraag,10.903328679104217,10.841246191025524,173754,9.903487552536127,Role 1
10939.0,W_Completeren aanvraag,10.920166458441551,10.841246191025524,173754,9.903487552536127,Role 1
11180.0,W_Completeren aanvraag,12.288182446063663,10.841246191025524,173754,9.903487552536127,Role 1
NAN,W_Completeren aanvraag,12.581013251925787,10.841246191025524,173754,9.903487552536127,Role 1
11001.0,W_Completeren aanvraag,12.628329316278174,10.841246191025524,173754,9.903487552536127,Role 1
11179.0,W_Completeren aanvraag,12.680827469951394,10.841246191025524,173754,9.903487552536127,Role 1
11180.0,W_Completeren aanvraag,12.844800598428417,10.841246191025524,173754,9.903487552536127,Role 1
NAN,W_Completeren aanvraag,12.882099099281701,10.841246191025524,173754,9.903487552536127,Role 1
11181.0,W_Completeren aanvraag,12.924953360148349,10.841246191025524,173754,9.903487552536127,Role 1
11189.0,W_Completeren aanvraag,13.05114016340875,10.841246191025524,173754,9.903487552536127,Role 1
NAN,W_Completeren aanvraag,13.216900531228317,10.841246191025524,173754,9.903487552536127,Role 1
11181.0,W_Completeren aanvraag,13.276616337715046,10.841246191025524,173754,9.903487552536127,Role 1
11181.0,W_Completeren aanvraag,13.373616914942541,10.841246191025524,173754,9.903487552536127,Role 1
10809.0,W_Completeren aanvraag,13.973179043052772,10.841246191025524,173754,9.903487552536127,Role 2
10809.0,W_Completeren aanvraag,13.973244809122885,10.841246191025524,173754,9.903487552536127,Role 2
10809.0,W_Completeren aanvraag,13.974960884110923,10.841246191025524,173754,9.903487552536127,Role 2
10809.0,W_Beoordelen fraude,13.974985609562493,10.841246191025524,173754,9.903487552536127,Role 2
10809.0,W_Beoordelen fraude,13.975072570087585,10.841246191025524,173754,9.903487552536127,Role 2
11019.0,W_Completeren aanvraag,10.921991853622236,10.870338310021983,173760,10.373491181781864,Role 1
NAN,W_Nabellen offertes,13.381297149069505,10.870338310021983,173760,10.373491181781864,Role 1
11119.0,W_Nabellen offertes,13.64922572280737,10.870338310021983,173760,10.373491181781864,Role 1
11049.0,W_Nabellen offertes,13.71167665421906,10.870338310021983,173760,10.373491181781864,Role 1
10972.0,W_Valideren aanvraag,13.978774160124525,10.870338310021983,173760,10.373491181781864,Role 2
10939.0,W_Afhandelen leads,10.961260485422166,10.930209920175912,173763,8.294049640102028,Role 1
11019.0,W_Completeren aanvraag,10.968749861522683,10.933071254793802,173766,7.600902459542082,Role 1
11203.0,W_Completeren aanvraag,10.97127974386435,10.933071254793802,173766,7.600902459542082,Role 1
11180.0,W_Completeren aanvraag,12.302205214352657,10.933071254793802,173766,7.600902459542082,Role 1
NAN,W_Completeren aanvraag,12.582301166146712,10.933071254793802,173766,7.600902459542082,Role 1
11169.0,W_Completeren aanvraag,12.625917205333039,10.933071254793802,173766,7.600902459542082,Role 1
11122.0,W_Completeren aanvraag,12.673350688738635,10.933071254793802,173766,7.600902459542082,Role 1
11180.0,W_Completeren aanvraag,12.839777629932852,10.933071254793802,173766,7.600902459542082,Role 1
NAN,W_Completeren aanvraag,12.852777902644046,10.933071254793802,173766,7.600902459542082,Role 1
NAN,W_Completeren aanvraag,12.884154410467616,10.933071254793802,173766,7.600902459542082,Role 1
11181.0,W_Completeren aanvraag,12.926674474404077,10.933071254793802,173766,7.600902459542082,Role 1
NAN,W_Completeren aanvraag,13.051034923423902,10.933071254793802,173766,7.600902459542082,Role 1
11180.0,W_Completeren aanvraag,13.131933437944102,10.933071254793802,173766,7.600902459542082,Role 1
NAN,W_Afhandelen leads,12.22181311184218,11.032418872198015,173778,9.210340371976184,Role 1
NAN,W_Afhandelen leads,12.222516697946107,11.181597971433588,173802,10.126631103850338,Role 1
NAN,W_Afhandelen leads,12.223082160029731,11.295329000085136,173811,10.819778284410283,Role 1
NAN,W_Completeren aanvraag,12.256599396198142,11.295329000085136,173811,10.819778284410283,Role 1
11180.0,W_Completeren aanvraag,12.26878919538564,11.295329000085136,173811,10.819778284410283,Role 1
11180.0,W_Nabellen offertes,12.269361949220437,11.295329000085136,173811,10.819778284410283,Role 1
NAN,W_Nabellen offertes,13.636770181083993,11.295329000085136,173811,10.819778284410283,Role 1
11119.0,W_Nabellen offertes,13.647520216968081,11.295329000085136,173811,10.819778284410283,Role 1
11180.0,W_Nabellen offertes,13.822625188849681,11.295329000085136,173811,10.819778284410283,Role 1
11201.0,W_Nabellen offertes,13.916917568810794,11.295329000085136,173811,10.819778284410283,Role 1
11201.0,W_Nabellen offertes,13.91697539531143,11.295329000085136,173811,10.819778284410283,Role 1
11180.0,W_Nabellen offertes,13.918930491910812,11.295329000085136,173811,10.819778284410283,Role 1
11201.0,W_Nabellen offertes,13.919542591580468,11.295329000085136,173811,10.819778284410283,Role 1
11201.0,W_Nabellen offertes,13.919745340221958,11.295329000085136,173811,10.819778284410283,Role 1
NAN,W_Nabellen offertes,14.047919056795292,11.295329000085136,173811,10.819778284410283,Role 1
11119.0,W_Nabellen offertes,14.18866113028267,11.295329000085136,173811,10.819778284410283,Role 1
11180.0,W_Nabellen offertes,14.280420611952591,11.295329000085136,173811,10.819778284410283,Role 1
11119.0,W_Nabellen offertes,14.300836818804335,11.295329000085136,173811,10.819778284410283,Role 1
11119.0,W_Nabellen offertes,14.302143279263989,11.295329000085136,173811,10.819778284410283,Role 1
11119.0,W_Nabellen offertes,14.875313062369592,11.295329000085136,173811,10.819778284410283,Role 1
NAN,W_Afhandelen leads,12.223558866537449,11.296993348641031,173814,9.584796293210003,Role 1
NAN,W_Completeren aanvraag,12.25973188885192,11.296993348641031,173814,9.584796293210003,Role 1
10889.0,W_Afhandelen leads,12.226071332036863,12.040525606521209,173964,11.002099841204238,Role 1
NAN,W_Completeren aanvraag,12.264765991869393,12.040525606521209,173964,11.002099841204238,Role 1
NAN,W_Completeren aanvraag,12.226179148220176,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Completeren aanvraag,12.315312626322537,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Completeren aanvraag,12.5878118403103,11.103934147085505,173784,8.517193191416238,Role 1
11169.0,W_Completeren aanvraag,12.631964369219865,11.103934147085505,173784,8.517193191416238,Role 1
11121.0,W_Completeren aanvraag,12.672883683876744,11.103934147085505,173784,8.517193191416238,Role 1
11121.0,W_Completeren aanvraag,12.672946381766982,11.103934147085505,173784,8.517193191416238,Role 1
11122.0,W_Completeren aanvraag,12.673776757912398,11.103934147085505,173784,8.517193191416238,Role 1
11122.0,W_Completeren aanvraag,12.677091384377777,11.103934147085505,173784,8.517193191416238,Role 1
10982.0,W_Nabellen offertes,13.749643154253246,11.103934147085505,173784,8.517193191416238,Role 1
11180.0,W_Nabellen offertes,13.824003391540561,11.103934147085505,173784,8.517193191416238,Role 1
10982.0,W_Nabellen offertes,13.912892227115925,11.103934147085505,173784,8.517193191416238,Role 1
11049.0,W_Nabellen offertes,14.167175372136855,11.103934147085505,173784,8.517193191416238,Role 1
10609.0,W_Valideren aanvraag,14.286252039929728,11.103934147085505,173784,8.517193191416238,Role 2
11189.0,W_Nabellen incomplete dossiers,14.289100872357896,11.103934147085505,173784,8.517193191416238,Role 1
11122.0,W_Nabellen incomplete dossiers,14.300118892410824,11.103934147085505,173784,8.517193191416238,Role 1
11049.0,W_Nabellen incomplete dossiers,14.330409872971492,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Nabellen incomplete dossiers,14.399923203927404,11.103934147085505,173784,8.517193191416238,Role 1
11121.0,W_Nabellen incomplete dossiers,14.520101508097868,11.103934147085505,173784,8.517193191416238,Role 1
11049.0,W_Nabellen incomplete dossiers,14.646273466384306,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Nabellen incomplete dossiers,14.673629656983062,11.103934147085505,173784,8.517193191416238,Role 1
10609.0,W_Valideren aanvraag,14.67666229442338,11.103934147085505,173784,8.517193191416238,Role 2
10861.0,W_Nabellen incomplete dossiers,14.679812174476234,11.103934147085505,173784,8.517193191416238,Role 1
11002.0,W_Nabellen incomplete dossiers,14.680845201748339,11.103934147085505,173784,8.517193191416238,Role 1
10609.0,W_Valideren aanvraag,14.781735180655495,11.103934147085505,173784,8.517193191416238,Role 2
10609.0,W_Valideren aanvraag,14.784000873421833,11.103934147085505,173784,8.517193191416238,Role 2
NAN,W_Nabellen incomplete dossiers,14.789875084589406,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Nabellen incomplete dossiers,14.796659384906812,11.103934147085505,173784,8.517193191416238,Role 1
11169.0,W_Nabellen incomplete dossiers,14.820262615144765,11.103934147085505,173784,8.517193191416238,Role 1
11169.0,W_Nabellen incomplete dossiers,14.821447459378312,11.103934147085505,173784,8.517193191416238,Role 1
11049.0,W_Nabellen incomplete dossiers,14.874536199866897,11.103934147085505,173784,8.517193191416238,Role 1
11169.0,W_Nabellen incomplete dossiers,14.884269641058431,11.103934147085505,173784,8.517193191416238,Role 1
11002.0,W_Nabellen incomplete dossiers,14.885245548780626,11.103934147085505,173784,8.517193191416238,Role 1
11002.0,W_Nabellen incomplete dossiers,14.935873901307897,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Nabellen incomplete dossiers,14.939939380232376,11.103934147085505,173784,8.517193191416238,Role 1
10809.0,W_Nabellen incomplete dossiers,14.988756180759333,11.103934147085505,173784,8.517193191416238,Role 2
NAN,W_Nabellen incomplete dossiers,14.99442336722316,11.103934147085505,173784,8.517193191416238,Role 1
NAN,W_Nabellen incomplete dossiers,14.994987062929136,11.103934147085505,173784,8.517193191416238,Role 1
10228.0,W_Nabellen incomplete dossiers,15.027080927559782,11.103934147085505,173784,8.517193191416238,Role 1
11049.0,W_Nabellen incomplete dossiers,15.067724804510714,11.103934147085505,173784,8.517193191416238,Role 1
11049.0,W_Nabellen incomplete dossiers,15.090296376312283,11.103934147085505,173784,8.517193191416238,Role 1
